Id,Label
🫶🏼🫶🏼🫶🏼,🫶🏼🫶🏼🫶🏼
干部,干部
风,风
脱口秀,脱口秀
演员,演员
1️⃣,1️⃣
排斥,排斥
refugee？,refugee？
圈子,圈子
性格,性格
呆,呆
久,久
融为一体,融为一体
融在,融在
费力,费力
动脑,动脑
心情,心情
老家,老家
疲于,疲于
挤占,挤占
太难受,太难受
视,视
🗡️,🗡️
2️⃣,2️⃣
发展,发展
注定,注定
统一,统一
管理,管理
双,双
标的,标的
现象,现象
ban，,ban，
敏敏词,敏敏词
做博主,做博主
xianliu,xianliu
➕。,➕。
推,推
多个,多个
生存,生存
太大,太大
🍠,🍠
敏敏,敏敏
引擎,引擎
准确,准确
标准,标准
非常少,非常少
成,成
ta,ta
国,国
外交,外交
可不,可不
该用,该用
🐻,🐻
露,露
🐎？,🐎？
双标,双标
3️⃣,3️⃣
推管,推管
本来,本来
国际,国际
国籍,国籍
圈地,圈地
自萌,自萌
外文,外文
理所应当,理所应当
不说,不说
属地,属地
digital,digital
public,public
别怪,别怪
悬着,悬着
终于,终于
死,死
澳洲,澳洲
护士,护士
充斥,充斥
海啸,海啸
排在,排在
沙滩,沙滩
贝壳,贝壳
🐚,🐚
刮得,刮得
遍体鳞伤,遍体鳞伤
ig,ig
擦边,擦边
岌岌可危,岌岌可危
惨,惨
好笑,好笑
管不了,管不了
ohio,ohio
🇺🇸who,🇺🇸who
national🇨🇳,national🇨🇳
俄亥俄州,俄亥俄州
加利福尼亚,加利福尼亚
结婚,结婚
americanlife,americanlife
婚姻,婚姻
能刷,能刷
说超,说超
逆水,逆水
寒,寒
胆大,胆大
新春,新春
浓度,浓度
拉满,拉满
国风,国风
体验,体验
逛逛,逛逛
古风,古风
小镇,小镇
传统,传统
服饰,服饰
酷酷,酷酷
玩家,玩家
foreigners/tt,foreigners/tt
saying,saying
celebrate,celebrate
bold,bold
idea,idea
fully,fully
immersed,immersed
traditional,traditional
stroll,stroll
ancient-style,ancient-style
towns,towns
wear,wear
clothing,clothing
net-friends,net-friends
♦️,♦️
几张,几张
图,图
介绍,介绍
年味,年味
满满,满满
烟花,烟花
🎆,🎆
舞狮,舞狮
舞龙,舞龙
🐉,🐉
升起,升起
许愿,许愿
灯,灯
🏮,🏮
歌舞,歌舞
表演,表演
🎉,🎉
集市,集市
蛇,蛇
限定,限定
心境,心境
剧情,剧情
角色,角色
挺,挺
好看,好看
超,超
多套,多套
4-11）,4-11）
庄园,庄园
系统,系统
布置,布置
家园,家园
❣️,❣️
过个,过个
超棒超,超棒超
完美,完美
赛博,赛博
gamingcontent,gamingcontent
gamingmoments,gamingmoments
horse,horse
likes,likes
self,self
care,care
critters,critters
baking,baking
gross,gross
alternative,alternative
🤦‍♀️,🤦‍♀️
ill,ill
note/,note/
hk,hk
yunnan,yunnan
guizhou,guizhou
guider,guider
ttban,ttban
tiltok,tiltok
🈲,🈲
我国,我国
割舍,割舍
异军突起,异军突起
连通,连通
打通,打通
與,與
接軌,接軌
（et,（et
手指,手指
触碰,触碰
本该,本该
年前,年前
乌托邦,乌托邦
2025,2025
唯一性,唯一性
trump,trump
建交,建交
课本,课本
对话,对话
delay20,delay20
皆,皆
深远,深远
疑问,疑问
kaiden。,kaiden。
请教,请教
变得,变得
有名,有名
点子,点子
听话,听话
乖巧,乖巧
网红,网红
正太,正太
搭子,搭子
绅士,绅士
吃播,吃播
算是,算是
中西合璧,中西合璧
闭关锁国,闭关锁国
看不到,看不到
网站,网站
expectations,expectations
f4f,f4f
college,college
latina,latina
ayyyy,ayyyy
listen,listen
artists,artists
laufey,laufey
keshi,keshi
w2e,w2e
tyler,tyler
tc,tc
groups,groups
etc,etc
loveeeeee,loveeeeee
shows,shows
twd,twd
arcane,arcane
kdramas,kdramas
rec,rec
planning,planning
pc,pc
overwatch,overwatch
dbd,dbd
mr,mr
fortnite,fortnite
tags/,tags/
纯正,纯正
films,films
prefer,prefer
dubs,dubs
movie,movie
tv,tv
电影,电影
xhs！,xhs！
introducing,introducing
upstate,upstate
chinese🇨🇳don,chinese🇨🇳don
看待,看待
吉卜力,吉卜力
工作室,工作室
嚎叫,嚎叫
角色扮演,角色扮演
cosplayer,cosplayer
实际操作,实际操作
，tiktok,，tiktok
卖,卖
，18-19,，18-19
投流,投流
roi,roi
回报,回报
。20,。20
回来,回来
爆款,爆款
熄火,熄火
回报率,回报率
跌倒,跌倒
妥妥,妥妥
美方,美方
控股,控股
十大,十大
股东,股东
35,35
资本,资本
字节,字节
40,40
起码,起码
30,30
基金,基金
约等于,约等于
卖多,卖多
股份,股份
等于,等于
超过,超过
内幕,内幕
细节,细节
商家,商家
ads,ads
断定,断定
变,变
股权,股权
操控,操控
权有,权有
变动,变动
stopped,stopped
working,working
russia,russia
detours,detours
helping,helping
fine,fine
evening,evening
停止,停止
俄罗斯,俄罗斯
弯路,弯路
大网,大网
红,红
无视,无视
风水,风水
轮流转,轮流转
无论是,无论是
外貌,外貌
平凡,平凡
懒得,懒得
blogger,blogger
梗图,梗图
发了,发了
一上午,一上午
疯,疯
国别,国别
立场,立场
chiense,chiense
international,international
douyin,douyin
特质,特质
潮,潮
深度,深度
高度,高度
怀疑,怀疑
答案,答案
否定,否定
这场,这场
狂欢,狂欢
colonization,colonization
区别,区别
colonizer,colonizer
冠以,冠以
轻易,轻易
放开,放开
两周,两周
嫌弃,嫌弃
仿照,仿照
改版,改版
唾弃,唾弃
抄袭,抄袭
戏剧性,戏剧性
时刻,时刻
正面,正面
重,重
迷因,迷因
别想,别想
知识产权,知识产权
纯净,纯净
追求,追求
反思,反思
当小红书,当小红书
一夜之间,一夜之间
🧱,🧱
芬芳,芬芳
隔绝,隔绝
太久,太久
忘记,忘记
长,长
正因如此,正因如此
下意识,下意识
定义,定义
领土,领土
某一,某一
财产,财产
法庭,法庭
教程,教程
迷茫,迷茫
境外,境外
手机号,手机号
注册,注册
幸灾乐祸,幸灾乐祸
总算,总算
体会,体会
一把,一把
最初,最初
settle,settle
月,月
生涩,生涩
小时候,小时候
课本上,课本上
自发,自发
渴望,渴望
保有,保有
情境,情境
简体中文,简体中文
乐呵呵,乐呵呵
地用,地用
人类学,人类学
观察,观察
态度,态度
摇摆,摇摆
这篇,这篇
混杂,混杂
00,00
年代,年代
想念,想念
黄金,黄金
眼眶,眼眶
发酸,发酸
放下,放下
严肃,严肃
随心,随心
，why,，why
serious？,serious？
芬兰,芬兰
1.13,1.13
八点,八点
落地,落地
笨人,笨人
惯例,惯例
微信,微信
清理,清理
名词解释,名词解释
蛮有意思,蛮有意思
不以为然,不以为然
推流,推流
没想到,没想到
七八点,七八点
。really,。really
crazy。,crazy。
几类,几类
一类,一类
侵占,侵占
着迷,着迷
科普,科普
见证,见证
意味,意味
触及,触及
爆炸,爆炸
机遇,机遇
危险,危险
会吐槽,会吐槽
遇上,遇上
慌张,慌张
冷静下来,冷静下来
类型,类型
有要,有要
抵抗,抵抗
外来文化,外来文化
入侵,入侵
各有,各有
却是,却是
商业利益,商业利益
风口,风口
汉语言,汉语言
文学,文学
读研,读研
逻辑,逻辑
讲,讲
新出路,新出路
考公考,考公考
编卷,编卷
生卷,生卷
重要性,重要性
直播,直播
文科,文科
专业,专业
杰出,杰出
能力,能力
选择面,选择面
学科,学科
研究,研究
人性,人性
寓居,寓居
于同,于同
人文环境,人文环境
面向,面向
指向,指向
人脉,人脉
资源,资源
优秀,优秀
人才,人才
很难,很难
突破口,突破口
学好,学好
广阔,广阔
棱柱,棱柱
面与面,面与面
转折处,转折处
大于,大于
那句话,那句话
胆怯,胆怯
做不了,做不了
命运,命运
捕手,捕手
出路,出路
北欧,北欧
personally,personally
growing,growing
reputation,reputation
互动,互动
名声不好,名声不好
算不算,算不算
coser,coser
lynette,lynette
genshin,genshin
genshinimpact,genshinimpact
琳妮特,琳妮特
我交,我交
孟加拉,孟加拉
猫语,猫语
睡觉,睡觉
打呼噜,打呼噜
🥺🇨🇳,🥺🇨🇳
refugees🇺🇸,refugees🇺🇸
tax😼💰,tax😼💰
bengal,bengal
marble,marble
:3,:3
大理石,大理石
everybody,everybody
elle,elle
put,put
descriptions,descriptions
wasnt,wasnt
elle，,elle，
張貼,張貼
養,養
還有,還有
媽媽,媽媽
共用,共用
的貓,的貓
我將,我將
圖片,圖片
描述,描述
英文翻译,英文翻译
junimo，,junimo，
moo，,moo，
因為,因為
時,時
喵,喵
時候,時候
聽,聽
起來,起來
一頭,一頭
牛,牛
一個,一個
綽號,綽號
混沌,混沌
惡魔,惡魔
不應,不應
該,該
候,候
製,製
造,造
麻,麻
煩,煩
鬧,鬧
白色,白色
灰色,灰色
agatha,agatha
cromwell，,cromwell，
電影,電影
halloweentown,halloweentown
一樣,一樣
不過,不過
最常,最常
稱,稱
為,為
aggie。,aggie。
當我們,當我們
當作,當作
病,病
生長,生長
我們,我們
永久,永久
raven，,raven，
媽媽的貓,媽媽的貓
raven,raven
合不來,合不來
每當,每當
試圖,試圖
抱住,抱住
會,會
大喊大叫,大喊大叫
唯一一,唯一一
剪,剪
爪子,爪子
鄰居,鄰居
擔心,擔心
經繳,經繳
足夠,足夠
感謝,感謝
對,對
空間,空間
每個,每個
歡迎,歡迎
翻譯,翻譯
並且,並且
沒有,沒有
我試,我試
著,著
仔細,仔細
檢查,檢查
我現,我現
國語,國語
知識還,知識還
無論,無論
你們,你們
payment,payment
gany,gany
seen,seen
gany。,gany。
专属,专属
歌单,歌单
ganyu,ganyu
コスプレ,コスプレ
コスプレサミット,コスプレサミット
mihoyo,mihoyo
daisy,daisy
tiger,tiger
campus,campus
老虎,老虎
狗税,狗税
付猫,付猫
双倍,双倍
ca,ca
double,double
狗狗,狗狗
abg,abg
亚裔,亚裔
这猫,这猫
再养,再养
家中,家中
生气,生气
got,got
correct,correct
angry,angry
mio,mio
pippa,pippa
turning,turning
11.,11.
。mio,。mio
我太爱,我太爱
bun,bun
mistakes,mistakes
okay,okay
错误,错误
敬请,敬请
谅解,谅解
learned,learned
没学过,没学过
出错,出错
见谅,见谅
🇸🇪,🇸🇪
approved,approved
批准,批准
奶奶,奶奶
猎鹰,猎鹰
falcon,falcon
refund,refund
请多关照,请多关照
japanese/american,japanese/american
fluently,fluently
🙋‍♀️🙆‍♀️,🙋‍♀️🙆‍♀️
善待,善待
？（,？（
ﾉ,ﾉ
ω,ω
｡･,｡･
:･ﾟ,:･ﾟ
★,★
:･ﾟ🐈,:･ﾟ🐈
massachusetts,massachusetts
🇺🇸🐈,🇺🇸🐈
马萨诸塞州,马萨诸塞州
anybody,anybody
knows,knows
appreciated,appreciated
💕💕,💕💕
比谷歌,比谷歌
不胜感激,不胜感激
white-ish,white-ish
luca,luca
march,march
boston,boston
sparks,sparks
morris,morris
mittens,mittens
parent,parent
house,house
west,west
coast,coast
毛茸茸,毛茸茸
luca，3,luca，3
月份,月份
波士顿,波士顿
（sparks、morris,（sparks、morris
mittens）,mittens）
位于,位于
西海岸,西海岸
家里,家里
教师,教师
士兵,士兵
soldier,soldier
socialize,socialize
老兵,老兵
bunch,bunch
drew,drew
sourdough,sourdough
bread,bread
该交,该交
后果自负,后果自负
else,else
jerry,jerry
jack,jack
appologies,appologies
advance,advance
杰瑞,杰瑞
杰克,杰克
道歉,道歉
strange,strange
characters,characters
我想发,我想发
汉字,汉字
forigners,forigners
thankfully,thankfully
poor,poor
付钱,付钱
幸好,幸好
用谷歌,用谷歌
calling,calling
furry,furry
fur,fur
红皮书,红皮书
supposed,supposed
helloo👋🏻,helloo👋🏻
friends😿,friends😿
soo,soo
vocational,vocational
highschool,highschool
major,major
engineering,engineering
女,女
高中生,高中生
职高,职高
内向,内向
腼腆,腼腆
文静,文静
小女孩,小女孩
當,當
醉酒,醉酒
開始,開始
欺負,欺負
lolita,lolita
安利,安利
地下,地下
偶像,偶像
china🤔❤️,china🤔❤️
girls,girls
🥺❤️,🥺❤️
camo,camo
camouflage,camouflage
american_vintage,american_vintage
blonde,blonde
corset,corset
angel,angel
hai,hai
〜☆,〜☆
dm,dm
♡,♡
06,06
foreign_friends,foreign_friends
wonyoungism,wonyoungism
08,08
phone,phone
case,case
german,german
winter,winter
金玟,金玟
庭,庭
mutuals/friends,mutuals/friends
美容,美容
秘诀,秘诀
风格,风格
厌倦,厌倦
挣扎,挣扎
所说,所说
伤害,伤害
我变,我变
一颗,一颗
玻璃心,玻璃心
照镜子,照镜子
british,british
style,style
tired,tired
hating,hating
ugly,ugly
become,become
glass,glass
able,able
look,look
mirror,mirror
劝,劝
glowup,glowup
爆改,爆改
改造,改造
newhere,newhere
金发,金发
美人,美人
大城市,大城市
patient,patient
╰,╰
´︶,´︶
╯♡,╯♡
一段时间,一段时间
静静地,静静地
看着,看着
犹豫,犹豫
留言,留言
烹饪,烹饪
爱好,爱好
europe,europe
quietly,quietly
message,message
cooking,cooking
hobbies,hobbies
ideas,ideas
glow,glow
teens,teens
^∇^,^∇^
jae,jae
jae，,jae，
相机,相机
胶卷,胶卷
instagram/tiktok,instagram/tiktok
id,id
ripped,ripped
apparently,apparently
😏,😏
newjeans,newjeans
enhypen,enhypen
engene,engene
cleanest,cleanest
metro,metro
ⓜ️✨,ⓜ️✨
摸特,摸特
上海,上海
frenchgirl,frenchgirl
girlsnight,girlsnight
tori,tori
poland,poland
pen-pals,pen-pals
笔友,笔友
male,male
blueeyes,blueeyes
露营地,露营地
蓝色,蓝色
眼睛,眼睛
冬日,冬日
雪地,雪地
冻伤,冻伤
白雪,白雪
淡妆,淡妆
眼妆,眼妆
manhwa,manhwa
车模,车模
course,course
很想,很想
会话,会话
书写,书写
新人,新人
报道,报道
surprised,surprised
large,large
modest,modest
respectfully,respectfully
hosts,hosts
惊讶,惊讶
考虑一下,考虑一下
谦虚,谦虚
相互尊重,相互尊重
抓住机会,抓住机会
新文化,新文化
arab,arab
阿拉伯,阿拉伯
请问,请问
自然界,自然界
prettygirl,prettygirl
04,04
selfie,selfie
音乐会,音乐会
concert,concert
镜子,镜子
irish/polish,irish/polish
formula,formula
metal,metal
33,33
爱尔兰,爱尔兰
波兰,波兰
小伙子,小伙子
书籍,书籍
一级,一级
方程式赛车,方程式赛车
结识,结识
聊聊,聊聊
过得,过得
想来,想来
大大的,大大的
（a,（a
🌍）,🌍）
tickets,tickets
expensive,expensive
maby,maby
someday,someday
refugee﻿,refugee﻿
foreigner﻿,foreigner﻿
loveme﻿,loveme﻿
勇敢的人,勇敢的人
美独,美独
一份,一份
萌萌,萌萌
哒,哒
dubai,dubai
xie,xie
迪拜,迪拜
舞蹈,舞蹈
hiii,hiii
prepare,prepare
我该,我该
lean,lean
annie,annie
newbie,newbie
我发,我发
自拍照,自拍照
出名,出名
saya,saya
you~,you~
hamsters,hamsters
coco,coco
puff,puff
age,age
计算机,计算机
图形学,图形学
仓鼠,仓鼠
可可,可可
年龄,年龄
相仿,相仿
我想学,我想学
instagram，,instagram，
！^^,！^^
download,download
^^,^^
handsomeboy,handsomeboy
haircut,haircut
spite,spite
apologies,apologies
intruding,intruding
anyways,anyways
basically,basically
photoss,photoss
☆,☆
≧∀≦,≧∀≦
none,none
goth,goth
hehe,hehe
funsies,funsies
♡♡♡,♡♡♡
！i,！i
alicia,alicia
艾丽,艾丽
西亚,西亚
妆容,妆容
remove,remove
💜,💜
americangirl,americangirl
influencer,influencer
复古,复古
again~,again~
daily,daily
mutuals,mutuals
including,including
体型,体型
检查表,检查表
既有,既有
边边角角,边边角角
用心,用心
02,02
peter,peter
chengdu,chengdu
hotpot,hotpot
computer,computer
science,science
competition,competition
chandu,chandu
相册,相册
最美,最美
风景,风景
dressing,dressing
plaidskirt,plaidskirt
kawaii,kawaii
jk,jk
cassandra,cassandra
yo,yo
uniforms,uniforms
tho,tho
释放,释放
爆裂,爆裂
魔法,魔法
身上,身上
魔力,魔力
消耗,消耗
完毕,完毕
animefriends,animefriends
megumin,megumin
konosuba,konosuba
receive,receive
times,times
hardships,hardships
ingenious,ingenious
🥹,🥹
moots💕,moots💕
travelling,travelling
holiday,holiday
hometown,hometown
假期,假期
家乡,家乡
happynewyear,happynewyear
foreignersinchina,foreignersinchina
chef,chef
nails💅,nails💅
chatgpt,chatgpt
flooded,flooded
y2k,y2k
٩,٩
•̤̀ᵕ•̤́๑,•̤̀ᵕ•̤́๑
ᵒᵏᵎᵎᵎᵎ,ᵒᵏᵎᵎᵎᵎ
取,取
中文名,中文名
昵称,昵称
暴露,暴露
私人,私人
momo，,momo，
大众,大众
uk,uk
me？i,me？i
pronunciation,pronunciation
interesting,interesting
nick,nick
expose,expose
reality,reality
hav,hav
xiaohongshu=,xiaohongshu=
^.^,^.^
patricia,patricia
china☺️🐶,china☺️🐶
vlog,vlog
greatful,greatful
stays,stays
兴奋,兴奋
避难所,避难所
engage,engage
interests,interests
certain,certain
previous,previous
😓,😓
list,list
rpgmaker,rpgmaker
omori,omori
manga,manga
omniscient,omniscient
reader,reader
vkei,vkei
malice,malice
mizer,mizer
novels,novels
among,among
pigeons,pigeons
tea,tea
progresses,progresses
communties,communties
fandoms,fandoms
interacting,interacting
粗糙,粗糙
表示歉意,表示歉意
参与,参与
兴趣,兴趣
清单,清单
rpgmaker、omori、arcane、,rpgmaker、omori、arcane、
漫画,漫画
、omniscient,、omniscient
point、vkel、malice,point、vkel、malice
mizer、lolita,mizer、lolita
fashion、,fashion、
视觉,视觉
鸽子,鸽子
茶,茶
流逝,流逝
2005,2005
newyork,newyork
